MC	<p>12a1_e1ba</p> <p>The pH of the <span style='color: #1D4ED8; font-weight: 700;'>pure water</span> is <span style='font-family: monospace;'>6.9</span>, while the <span style='color: #0F766E; font-weight: 700;'>saliva</span> is pH <span style='font-family: monospace;'>6.9</span>. This is a difference of 0 pH units.</p><p>The <span style='color: #0F766E; font-weight: 700;'>saliva</span> has:</p>	0 times higher [H+] than the <span style='color: #1D4ED8; font-weight: 700;'>pure water</span>.	Incorrect	0 times lower [H+] than the <span style='color: #1D4ED8; font-weight: 700;'>pure water</span>.	Incorrect	10^0 times higher [H+] than the <span style='color: #1D4ED8; font-weight: 700;'>pure water</span>.	Correct	10^0 times lower [H+] than the <span style='color: #1D4ED8; font-weight: 700;'>pure water</span>.	Incorrect
MC	<p>bbd0_d494</p> <p>The pH of the <span style='color: #0B7285; font-weight: 700;'>household ammonia</span> is <span style='font-family: monospace;'>11.0</span>, while the <span style='color: #B91C1C; font-weight: 700;'>tomato juice</span> is pH <span style='font-family: monospace;'>4.0</span>. This is a difference of 7 pH units.</p><p>The <span style='color: #B91C1C; font-weight: 700;'>tomato juice</span> has:</p>	10 million (10<sup>7</sup>) times lower [H+] than the <span style='color: #0B7285; font-weight: 700;'>household ammonia</span>.	Incorrect	7 times higher [H+] than the <span style='color: #0B7285; font-weight: 700;'>household ammonia</span>.	Incorrect	7 times lower [H+] than the <span style='color: #0B7285; font-weight: 700;'>household ammonia</span>.	Incorrect	10 million (10<sup>7</sup>) times higher [H+] than the <span style='color: #0B7285; font-weight: 700;'>household ammonia</span>.	Correct
MC	<p>01ba_b618</p> <p>The pH of the <span style='color: #6B7280; font-weight: 700;'>egg white</span> is <span style='font-family: monospace;'>9.1</span>, while the <span style='color: #0EA5E9; font-weight: 700;'>seawater</span> is pH <span style='font-family: monospace;'>8.1</span>. This is a difference of 1 pH units.</p><p>The <span style='color: #0EA5E9; font-weight: 700;'>seawater</span> has:</p>	1 times lower [H+] than the <span style='color: #6B7280; font-weight: 700;'>egg white</span>.	Incorrect	1 times higher [H+] than the <span style='color: #6B7280; font-weight: 700;'>egg white</span>.	Incorrect	10 (10<sup>1</sup>) times higher [H+] than the <span style='color: #6B7280; font-weight: 700;'>egg white</span>.	Correct	10 (10<sup>1</sup>) times lower [H+] than the <span style='color: #6B7280; font-weight: 700;'>egg white</span>.	Incorrect
MC	<p>078f_e6c0</p> <p>The pH of the <span style='color: #0F766E; font-weight: 700;'>baking soda solution</span> is <span style='font-family: monospace;'>8.5</span>, while the <span style='color: #EA580C; font-weight: 700;'>orange juice</span> is pH <span style='font-family: monospace;'>3.5</span>. This is a difference of 5 pH units.</p><p>The <span style='color: #EA580C; font-weight: 700;'>orange juice</span> has:</p>	5 times higher [H+] than the <span style='color: #0F766E; font-weight: 700;'>baking soda solution</span>.	Incorrect	100,000 (10<sup>5</sup>) times higher [H+] than the <span style='color: #0F766E; font-weight: 700;'>baking soda solution</span>.	Correct	5 times lower [H+] than the <span style='color: #0F766E; font-weight: 700;'>baking soda solution</span>.	Incorrect	100,000 (10<sup>5</sup>) times lower [H+] than the <span style='color: #0F766E; font-weight: 700;'>baking soda solution</span>.	Incorrect
MC	<p>8328_259a</p> <p>The pH of the <span style='color: #EA580C; font-weight: 700;'>orange juice</span> is <span style='font-family: monospace;'>3.3</span>, while the <span style='color: #B45309; font-weight: 700;'>gastric juice</span> is pH <span style='font-family: monospace;'>1.3</span>. This is a difference of 2 pH units.</p><p>The <span style='color: #B45309; font-weight: 700;'>gastric juice</span> has:</p>	2 times higher [H+] than the <span style='color: #EA580C; font-weight: 700;'>orange juice</span>.	Incorrect	2 times lower [H+] than the <span style='color: #EA580C; font-weight: 700;'>orange juice</span>.	Incorrect	100 (10<sup>2</sup>) times lower [H+] than the <span style='color: #EA580C; font-weight: 700;'>orange juice</span>.	Incorrect	100 (10<sup>2</sup>) times higher [H+] than the <span style='color: #EA580C; font-weight: 700;'>orange juice</span>.	Correct
MC	<p>6f82_1c84</p> <p>The pH of the <span style='color: #64748B; font-weight: 700;'>milk of magnesia</span> is <span style='font-family: monospace;'>10.5</span>, while the <span style='color: #9A3412; font-weight: 700;'>vinegar</span> is pH <span style='font-family: monospace;'>2.5</span>. This is a difference of 8 pH units.</p><p>The <span style='color: #9A3412; font-weight: 700;'>vinegar</span> has:</p>	100 million (10<sup>8</sup>) times higher [H+] than the <span style='color: #64748B; font-weight: 700;'>milk of magnesia</span>.	Correct	8 times lower [H+] than the <span style='color: #64748B; font-weight: 700;'>milk of magnesia</span>.	Incorrect	8 times higher [H+] than the <span style='color: #64748B; font-weight: 700;'>milk of magnesia</span>.	Incorrect	100 million (10<sup>8</sup>) times lower [H+] than the <span style='color: #64748B; font-weight: 700;'>milk of magnesia</span>.	Incorrect
MC	<p>48cf_c0f8</p> <p>The pH of the <span style='color: #7F1D1D; font-weight: 700;'>blood sample</span> is <span style='font-family: monospace;'>7.3</span>, while the <span style='color: #B45309; font-weight: 700;'>gastric juice</span> is pH <span style='font-family: monospace;'>1.3</span>. This is a difference of 6 pH units.</p><p>The <span style='color: #B45309; font-weight: 700;'>gastric juice</span> has:</p>	6 times higher [H+] than the <span style='color: #7F1D1D; font-weight: 700;'>blood sample</span>.	Incorrect	1 million (10<sup>6</sup>) times lower [H+] than the <span style='color: #7F1D1D; font-weight: 700;'>blood sample</span>.	Incorrect	1 million (10<sup>6</sup>) times higher [H+] than the <span style='color: #7F1D1D; font-weight: 700;'>blood sample</span>.	Correct	6 times lower [H+] than the <span style='color: #7F1D1D; font-weight: 700;'>blood sample</span>.	Incorrect
MC	<p>37f4_5e24</p> <p>The pH of the <span style='color: #64748B; font-weight: 700;'>milk of magnesia</span> is <span style='font-family: monospace;'>10.4</span>, while the <span style='color: #9A3412; font-weight: 700;'>vinegar</span> is pH <span style='font-family: monospace;'>2.4</span>. This is a difference of 8 pH units.</p><p>The <span style='color: #9A3412; font-weight: 700;'>vinegar</span> has:</p>	8 times lower [H+] than the <span style='color: #64748B; font-weight: 700;'>milk of magnesia</span>.	Incorrect	8 times higher [H+] than the <span style='color: #64748B; font-weight: 700;'>milk of magnesia</span>.	Incorrect	100 million (10<sup>8</sup>) times higher [H+] than the <span style='color: #64748B; font-weight: 700;'>milk of magnesia</span>.	Correct	100 million (10<sup>8</sup>) times lower [H+] than the <span style='color: #64748B; font-weight: 700;'>milk of magnesia</span>.	Incorrect
MC	<p>92e8_9070</p> <p>The pH of the <span style='color: #EA580C; font-weight: 700;'>orange juice</span> is <span style='font-family: monospace;'>3.4</span>, while the <span style='color: #B45309; font-weight: 700;'>gastric juice</span> is pH <span style='font-family: monospace;'>1.4</span>. This is a difference of 2 pH units.</p><p>The <span style='color: #B45309; font-weight: 700;'>gastric juice</span> has:</p>	100 (10<sup>2</sup>) times lower [H+] than the <span style='color: #EA580C; font-weight: 700;'>orange juice</span>.	Incorrect	100 (10<sup>2</sup>) times higher [H+] than the <span style='color: #EA580C; font-weight: 700;'>orange juice</span>.	Correct	2 times lower [H+] than the <span style='color: #EA580C; font-weight: 700;'>orange juice</span>.	Incorrect	2 times higher [H+] than the <span style='color: #EA580C; font-weight: 700;'>orange juice</span>.	Incorrect
MC	<p>3c47_ab87</p> <p>The pH of the <span style='color: #3F3F46; font-weight: 700;'>black coffee</span> is <span style='font-family: monospace;'>5.0</span>, while the <span style='color: #B91C1C; font-weight: 700;'>tomato juice</span> is pH <span style='font-family: monospace;'>4.0</span>. This is a difference of 1 pH units.</p><p>The <span style='color: #B91C1C; font-weight: 700;'>tomato juice</span> has:</p>	1 times higher [H+] than the <span style='color: #3F3F46; font-weight: 700;'>black coffee</span>.	Incorrect	10 (10<sup>1</sup>) times lower [H+] than the <span style='color: #3F3F46; font-weight: 700;'>black coffee</span>.	Incorrect	1 times lower [H+] than the <span style='color: #3F3F46; font-weight: 700;'>black coffee</span>.	Incorrect	10 (10<sup>1</sup>) times higher [H+] than the <span style='color: #3F3F46; font-weight: 700;'>black coffee</span>.	Correct
MC	<p>cfff_a7ff</p> <p>The pH of the <span style='color: #7C3AED; font-weight: 700;'>bleach</span> is <span style='font-family: monospace;'>12.1</span>, while the <span style='color: #1D4ED8; font-weight: 700;'>pure water</span> is pH <span style='font-family: monospace;'>7.1</span>. This is a difference of 5 pH units.</p><p>The <span style='color: #1D4ED8; font-weight: 700;'>pure water</span> has:</p>	100,000 (10<sup>5</sup>) times higher [H+] than the <span style='color: #7C3AED; font-weight: 700;'>bleach</span>.	Correct	5 times lower [H+] than the <span style='color: #7C3AED; font-weight: 700;'>bleach</span>.	Incorrect	100,000 (10<sup>5</sup>) times lower [H+] than the <span style='color: #7C3AED; font-weight: 700;'>bleach</span>.	Incorrect	5 times higher [H+] than the <span style='color: #7C3AED; font-weight: 700;'>bleach</span>.	Incorrect
MC	<p>b27c_477a</p> <p>The pH of the <span style='color: #64748B; font-weight: 700;'>milk of magnesia</span> is <span style='font-family: monospace;'>10.4</span>, while the <span style='color: #EA580C; font-weight: 700;'>orange juice</span> is pH <span style='font-family: monospace;'>3.4</span>. This is a difference of 7 pH units.</p><p>The <span style='color: #EA580C; font-weight: 700;'>orange juice</span> has:</p>	10 million (10<sup>7</sup>) times lower [H+] than the <span style='color: #64748B; font-weight: 700;'>milk of magnesia</span>.	Incorrect	7 times lower [H+] than the <span style='color: #64748B; font-weight: 700;'>milk of magnesia</span>.	Incorrect	7 times higher [H+] than the <span style='color: #64748B; font-weight: 700;'>milk of magnesia</span>.	Incorrect	10 million (10<sup>7</sup>) times higher [H+] than the <span style='color: #64748B; font-weight: 700;'>milk of magnesia</span>.	Correct
MC	<p>bacb_b292</p> <p>The pH of the <span style='color: #0F766E; font-weight: 700;'>saliva</span> is <span style='font-family: monospace;'>6.9</span>, while the <span style='color: #7F1D1D; font-weight: 700;'>battery acid</span> is pH <span style='font-family: monospace;'>0.9</span>. This is a difference of 6 pH units.</p><p>The <span style='color: #7F1D1D; font-weight: 700;'>battery acid</span> has:</p>	6 times lower [H+] than the <span style='color: #0F766E; font-weight: 700;'>saliva</span>.	Incorrect	1 million (10<sup>6</sup>) times higher [H+] than the <span style='color: #0F766E; font-weight: 700;'>saliva</span>.	Correct	6 times higher [H+] than the <span style='color: #0F766E; font-weight: 700;'>saliva</span>.	Incorrect	1 million (10<sup>6</sup>) times lower [H+] than the <span style='color: #0F766E; font-weight: 700;'>saliva</span>.	Incorrect
MC	<p>6f82_6c43</p> <p>The pH of the <span style='color: #64748B; font-weight: 700;'>milk of magnesia</span> is <span style='font-family: monospace;'>10.5</span>, while the <span style='color: #9A3412; font-weight: 700;'>vinegar</span> is pH <span style='font-family: monospace;'>2.5</span>. This is a difference of 8 pH units.</p><p>The <span style='color: #9A3412; font-weight: 700;'>vinegar</span> has:</p>	100 million (10<sup>8</sup>) times lower [H+] than the <span style='color: #64748B; font-weight: 700;'>milk of magnesia</span>.	Incorrect	100 million (10<sup>8</sup>) times higher [H+] than the <span style='color: #64748B; font-weight: 700;'>milk of magnesia</span>.	Correct	8 times higher [H+] than the <span style='color: #64748B; font-weight: 700;'>milk of magnesia</span>.	Incorrect	8 times lower [H+] than the <span style='color: #64748B; font-weight: 700;'>milk of magnesia</span>.	Incorrect
MC	<p>3730_0217</p> <p>The pH of the <span style='color: #0EA5E9; font-weight: 700;'>seawater</span> is <span style='font-family: monospace;'>8.0</span>, while the <span style='color: #3F3F46; font-weight: 700;'>black coffee</span> is pH <span style='font-family: monospace;'>5.0</span>. This is a difference of 3 pH units.</p><p>The <span style='color: #3F3F46; font-weight: 700;'>black coffee</span> has:</p>	1,000 (10<sup>3</sup>) times lower [H+] than the <span style='color: #0EA5E9; font-weight: 700;'>seawater</span>.	Incorrect	1,000 (10<sup>3</sup>) times higher [H+] than the <span style='color: #0EA5E9; font-weight: 700;'>seawater</span>.	Correct	3 times lower [H+] than the <span style='color: #0EA5E9; font-weight: 700;'>seawater</span>.	Incorrect	3 times higher [H+] than the <span style='color: #0EA5E9; font-weight: 700;'>seawater</span>.	Incorrect
MC	<p>6346_c4a6</p> <p>The pH of the <span style='color: #7C3AED; font-weight: 700;'>bleach</span> is <span style='font-family: monospace;'>11.9</span>, while the <span style='color: #0B7285; font-weight: 700;'>household ammonia</span> is pH <span style='font-family: monospace;'>10.9</span>. This is a difference of 1 pH units.</p><p>The <span style='color: #0B7285; font-weight: 700;'>household ammonia</span> has:</p>	1 times higher [H+] than the <span style='color: #7C3AED; font-weight: 700;'>bleach</span>.	Incorrect	10 (10<sup>1</sup>) times lower [H+] than the <span style='color: #7C3AED; font-weight: 700;'>bleach</span>.	Incorrect	10 (10<sup>1</sup>) times higher [H+] than the <span style='color: #7C3AED; font-weight: 700;'>bleach</span>.	Correct	1 times lower [H+] than the <span style='color: #7C3AED; font-weight: 700;'>bleach</span>.	Incorrect
MC	<p>021d_4b40</p> <p>The pH of the <span style='color: #EA580C; font-weight: 700;'>orange juice</span> is <span style='font-family: monospace;'>3.5</span>, while the <span style='color: #9A3412; font-weight: 700;'>vinegar</span> is pH <span style='font-family: monospace;'>2.5</span>. This is a difference of 1 pH units.</p><p>The <span style='color: #9A3412; font-weight: 700;'>vinegar</span> has:</p>	10 (10<sup>1</sup>) times lower [H+] than the <span style='color: #EA580C; font-weight: 700;'>orange juice</span>.	Incorrect	10 (10<sup>1</sup>) times higher [H+] than the <span style='color: #EA580C; font-weight: 700;'>orange juice</span>.	Correct	1 times higher [H+] than the <span style='color: #EA580C; font-weight: 700;'>orange juice</span>.	Incorrect	1 times lower [H+] than the <span style='color: #EA580C; font-weight: 700;'>orange juice</span>.	Incorrect
MC	<p>8aa1_a62a</p> <p>The pH of the <span style='color: #64748B; font-weight: 700;'>milk of magnesia</span> is <span style='font-family: monospace;'>10.4</span>, while the <span style='color: #991B1B; font-weight: 700;'>cola</span> is pH <span style='font-family: monospace;'>2.4</span>. This is a difference of 8 pH units.</p><p>The <span style='color: #991B1B; font-weight: 700;'>cola</span> has:</p>	100 million (10<sup>8</sup>) times higher [H+] than the <span style='color: #64748B; font-weight: 700;'>milk of magnesia</span>.	Correct	8 times higher [H+] than the <span style='color: #64748B; font-weight: 700;'>milk of magnesia</span>.	Incorrect	100 million (10<sup>8</sup>) times lower [H+] than the <span style='color: #64748B; font-weight: 700;'>milk of magnesia</span>.	Incorrect	8 times lower [H+] than the <span style='color: #64748B; font-weight: 700;'>milk of magnesia</span>.	Incorrect
MC	<p>8353_8dc2</p> <p>The pH of the <span style='color: #0B7285; font-weight: 700;'>household ammonia</span> is <span style='font-family: monospace;'>10.9</span>, while the <span style='color: #0F766E; font-weight: 700;'>saliva</span> is pH <span style='font-family: monospace;'>6.9</span>. This is a difference of 4 pH units.</p><p>The <span style='color: #0F766E; font-weight: 700;'>saliva</span> has:</p>	10,000 (10<sup>4</sup>) times lower [H+] than the <span style='color: #0B7285; font-weight: 700;'>household ammonia</span>.	Incorrect	4 times lower [H+] than the <span style='color: #0B7285; font-weight: 700;'>household ammonia</span>.	Incorrect	10,000 (10<sup>4</sup>) times higher [H+] than the <span style='color: #0B7285; font-weight: 700;'>household ammonia</span>.	Correct	4 times higher [H+] than the <span style='color: #0B7285; font-weight: 700;'>household ammonia</span>.	Incorrect
MC	<p>5507_7483</p> <p>The pH of the <span style='color: #7C3AED; font-weight: 700;'>bleach</span> is <span style='font-family: monospace;'>12.0</span>, while the <span style='color: #B91C1C; font-weight: 700;'>tomato juice</span> is pH <span style='font-family: monospace;'>4.0</span>. This is a difference of 8 pH units.</p><p>The <span style='color: #B91C1C; font-weight: 700;'>tomato juice</span> has:</p>	8 times higher [H+] than the <span style='color: #7C3AED; font-weight: 700;'>bleach</span>.	Incorrect	100 million (10<sup>8</sup>) times higher [H+] than the <span style='color: #7C3AED; font-weight: 700;'>bleach</span>.	Correct	8 times lower [H+] than the <span style='color: #7C3AED; font-weight: 700;'>bleach</span>.	Incorrect	100 million (10<sup>8</sup>) times lower [H+] than the <span style='color: #7C3AED; font-weight: 700;'>bleach</span>.	Incorrect
MC	<p>e33c_afc4</p> <p>The pH of the <span style='color: #0B7285; font-weight: 700;'>household ammonia</span> is <span style='font-family: monospace;'>10.9</span>, while the <span style='color: #7F1D1D; font-weight: 700;'>battery acid</span> is pH <span style='font-family: monospace;'>0.9</span>. This is a difference of 10 pH units.</p><p>The <span style='color: #7F1D1D; font-weight: 700;'>battery acid</span> has:</p>	10^10 times lower [H+] than the <span style='color: #0B7285; font-weight: 700;'>household ammonia</span>.	Incorrect	10 times lower [H+] than the <span style='color: #0B7285; font-weight: 700;'>household ammonia</span>.	Incorrect	10 times higher [H+] than the <span style='color: #0B7285; font-weight: 700;'>household ammonia</span>.	Incorrect	10^10 times higher [H+] than the <span style='color: #0B7285; font-weight: 700;'>household ammonia</span>.	Correct
MC	<p>ed1f_6788</p> <p>The pH of the <span style='color: #2563EB; font-weight: 700;'>rainwater</span> is <span style='font-family: monospace;'>5.5</span>, while the <span style='color: #991B1B; font-weight: 700;'>cola</span> is pH <span style='font-family: monospace;'>2.5</span>. This is a difference of 3 pH units.</p><p>The <span style='color: #991B1B; font-weight: 700;'>cola</span> has:</p>	1,000 (10<sup>3</sup>) times lower [H+] than the <span style='color: #2563EB; font-weight: 700;'>rainwater</span>.	Incorrect	3 times higher [H+] than the <span style='color: #2563EB; font-weight: 700;'>rainwater</span>.	Incorrect	3 times lower [H+] than the <span style='color: #2563EB; font-weight: 700;'>rainwater</span>.	Incorrect	1,000 (10<sup>3</sup>) times higher [H+] than the <span style='color: #2563EB; font-weight: 700;'>rainwater</span>.	Correct
MC	<p>3f7d_b650</p> <p>The pH of the <span style='color: #C2410C; font-weight: 700;'>lemon juice</span> is <span style='font-family: monospace;'>1.9</span>, while the <span style='color: #7F1D1D; font-weight: 700;'>battery acid</span> is pH <span style='font-family: monospace;'>0.9</span>. This is a difference of 1 pH units.</p><p>The <span style='color: #7F1D1D; font-weight: 700;'>battery acid</span> has:</p>	1 times higher [H+] than the <span style='color: #C2410C; font-weight: 700;'>lemon juice</span>.	Incorrect	10 (10<sup>1</sup>) times lower [H+] than the <span style='color: #C2410C; font-weight: 700;'>lemon juice</span>.	Incorrect	10 (10<sup>1</sup>) times higher [H+] than the <span style='color: #C2410C; font-weight: 700;'>lemon juice</span>.	Correct	1 times lower [H+] than the <span style='color: #C2410C; font-weight: 700;'>lemon juice</span>.	Incorrect
MC	<p>3889_fede</p> <p>The pH of the <span style='color: #6B7280; font-weight: 700;'>egg white</span> is <span style='font-family: monospace;'>8.9</span>, while the <span style='color: #1D4ED8; font-weight: 700;'>pure water</span> is pH <span style='font-family: monospace;'>6.9</span>. This is a difference of 2 pH units.</p><p>The <span style='color: #1D4ED8; font-weight: 700;'>pure water</span> has:</p>	100 (10<sup>2</sup>) times lower [H+] than the <span style='color: #6B7280; font-weight: 700;'>egg white</span>.	Incorrect	2 times higher [H+] than the <span style='color: #6B7280; font-weight: 700;'>egg white</span>.	Incorrect	2 times lower [H+] than the <span style='color: #6B7280; font-weight: 700;'>egg white</span>.	Incorrect	100 (10<sup>2</sup>) times higher [H+] than the <span style='color: #6B7280; font-weight: 700;'>egg white</span>.	Correct
MC	<p>5650_3575</p> <p>The pH of the <span style='color: #B91C1C; font-weight: 700;'>tomato juice</span> is <span style='font-family: monospace;'>4.0</span>, while the <span style='color: #C2410C; font-weight: 700;'>lemon juice</span> is pH <span style='font-family: monospace;'>2.0</span>. This is a difference of 2 pH units.</p><p>The <span style='color: #C2410C; font-weight: 700;'>lemon juice</span> has:</p>	100 (10<sup>2</sup>) times higher [H+] than the <span style='color: #B91C1C; font-weight: 700;'>tomato juice</span>.	Correct	2 times higher [H+] than the <span style='color: #B91C1C; font-weight: 700;'>tomato juice</span>.	Incorrect	100 (10<sup>2</sup>) times lower [H+] than the <span style='color: #B91C1C; font-weight: 700;'>tomato juice</span>.	Incorrect	2 times lower [H+] than the <span style='color: #B91C1C; font-weight: 700;'>tomato juice</span>.	Incorrect
MC	<p>e195_96c2</p> <p>The pH of the <span style='color: #2563EB; font-weight: 700;'>rainwater</span> is <span style='font-family: monospace;'>5.5</span>, while the <span style='color: #B45309; font-weight: 700;'>gastric juice</span> is pH <span style='font-family: monospace;'>1.5</span>. This is a difference of 4 pH units.</p><p>The <span style='color: #B45309; font-weight: 700;'>gastric juice</span> has:</p>	4 times lower [H+] than the <span style='color: #2563EB; font-weight: 700;'>rainwater</span>.	Incorrect	10,000 (10<sup>4</sup>) times higher [H+] than the <span style='color: #2563EB; font-weight: 700;'>rainwater</span>.	Correct	10,000 (10<sup>4</sup>) times lower [H+] than the <span style='color: #2563EB; font-weight: 700;'>rainwater</span>.	Incorrect	4 times higher [H+] than the <span style='color: #2563EB; font-weight: 700;'>rainwater</span>.	Incorrect
MC	<p>44f2_4377</p> <p>The pH of the <span style='color: #1D4ED8; font-weight: 700;'>pure water</span> is <span style='font-family: monospace;'>7.0</span>, while the <span style='color: #3F3F46; font-weight: 700;'>black coffee</span> is pH <span style='font-family: monospace;'>5.0</span>. This is a difference of 2 pH units.</p><p>The <span style='color: #3F3F46; font-weight: 700;'>black coffee</span> has:</p>	2 times lower [H+] than the <span style='color: #1D4ED8; font-weight: 700;'>pure water</span>.	Incorrect	2 times higher [H+] than the <span style='color: #1D4ED8; font-weight: 700;'>pure water</span>.	Incorrect	100 (10<sup>2</sup>) times lower [H+] than the <span style='color: #1D4ED8; font-weight: 700;'>pure water</span>.	Incorrect	100 (10<sup>2</sup>) times higher [H+] than the <span style='color: #1D4ED8; font-weight: 700;'>pure water</span>.	Correct
MC	<p>9335_2d0e</p> <p>The pH of the <span style='color: #6B7280; font-weight: 700;'>egg white</span> is <span style='font-family: monospace;'>8.9</span>, while the <span style='color: #7F1D1D; font-weight: 700;'>battery acid</span> is pH <span style='font-family: monospace;'>0.9</span>. This is a difference of 8 pH units.</p><p>The <span style='color: #7F1D1D; font-weight: 700;'>battery acid</span> has:</p>	100 million (10<sup>8</sup>) times lower [H+] than the <span style='color: #6B7280; font-weight: 700;'>egg white</span>.	Incorrect	100 million (10<sup>8</sup>) times higher [H+] than the <span style='color: #6B7280; font-weight: 700;'>egg white</span>.	Correct	8 times lower [H+] than the <span style='color: #6B7280; font-weight: 700;'>egg white</span>.	Incorrect	8 times higher [H+] than the <span style='color: #6B7280; font-weight: 700;'>egg white</span>.	Incorrect
MC	<p>01e9_a5b5</p> <p>The pH of the <span style='color: #6B7280; font-weight: 700;'>egg white</span> is <span style='font-family: monospace;'>8.9</span>, while the <span style='color: #0F766E; font-weight: 700;'>saliva</span> is pH <span style='font-family: monospace;'>6.9</span>. This is a difference of 2 pH units.</p><p>The <span style='color: #0F766E; font-weight: 700;'>saliva</span> has:</p>	100 (10<sup>2</sup>) times lower [H+] than the <span style='color: #6B7280; font-weight: 700;'>egg white</span>.	Incorrect	100 (10<sup>2</sup>) times higher [H+] than the <span style='color: #6B7280; font-weight: 700;'>egg white</span>.	Correct	2 times higher [H+] than the <span style='color: #6B7280; font-weight: 700;'>egg white</span>.	Incorrect	2 times lower [H+] than the <span style='color: #6B7280; font-weight: 700;'>egg white</span>.	Incorrect
MC	<p>cc52_23eb</p> <p>The pH of the <span style='color: #0F766E; font-weight: 700;'>saliva</span> is <span style='font-family: monospace;'>6.9</span>, while the <span style='color: #C2410C; font-weight: 700;'>lemon juice</span> is pH <span style='font-family: monospace;'>1.9</span>. This is a difference of 5 pH units.</p><p>The <span style='color: #C2410C; font-weight: 700;'>lemon juice</span> has:</p>	100,000 (10<sup>5</sup>) times higher [H+] than the <span style='color: #0F766E; font-weight: 700;'>saliva</span>.	Correct	5 times lower [H+] than the <span style='color: #0F766E; font-weight: 700;'>saliva</span>.	Incorrect	100,000 (10<sup>5</sup>) times lower [H+] than the <span style='color: #0F766E; font-weight: 700;'>saliva</span>.	Incorrect	5 times higher [H+] than the <span style='color: #0F766E; font-weight: 700;'>saliva</span>.	Incorrect
MC	<p>51da_6830</p> <p>The pH of the <span style='color: #64748B; font-weight: 700;'>milk of magnesia</span> is <span style='font-family: monospace;'>10.6</span>, while the <span style='color: #991B1B; font-weight: 700;'>cola</span> is pH <span style='font-family: monospace;'>2.6</span>. This is a difference of 8 pH units.</p><p>The <span style='color: #991B1B; font-weight: 700;'>cola</span> has:</p>	100 million (10<sup>8</sup>) times higher [H+] than the <span style='color: #64748B; font-weight: 700;'>milk of magnesia</span>.	Correct	100 million (10<sup>8</sup>) times lower [H+] than the <span style='color: #64748B; font-weight: 700;'>milk of magnesia</span>.	Incorrect	8 times lower [H+] than the <span style='color: #64748B; font-weight: 700;'>milk of magnesia</span>.	Incorrect	8 times higher [H+] than the <span style='color: #64748B; font-weight: 700;'>milk of magnesia</span>.	Incorrect
MC	<p>8aa1_8ca0</p> <p>The pH of the <span style='color: #64748B; font-weight: 700;'>milk of magnesia</span> is <span style='font-family: monospace;'>10.4</span>, while the <span style='color: #991B1B; font-weight: 700;'>cola</span> is pH <span style='font-family: monospace;'>2.4</span>. This is a difference of 8 pH units.</p><p>The <span style='color: #991B1B; font-weight: 700;'>cola</span> has:</p>	8 times lower [H+] than the <span style='color: #64748B; font-weight: 700;'>milk of magnesia</span>.	Incorrect	100 million (10<sup>8</sup>) times lower [H+] than the <span style='color: #64748B; font-weight: 700;'>milk of magnesia</span>.	Incorrect	100 million (10<sup>8</sup>) times higher [H+] than the <span style='color: #64748B; font-weight: 700;'>milk of magnesia</span>.	Correct	8 times higher [H+] than the <span style='color: #64748B; font-weight: 700;'>milk of magnesia</span>.	Incorrect
MC	<p>ff0d_952a</p> <p>The pH of the <span style='color: #64748B; font-weight: 700;'>milk of magnesia</span> is <span style='font-family: monospace;'>10.5</span>, while the <span style='color: #B45309; font-weight: 700;'>gastric juice</span> is pH <span style='font-family: monospace;'>1.5</span>. This is a difference of 9 pH units.</p><p>The <span style='color: #B45309; font-weight: 700;'>gastric juice</span> has:</p>	1 billion (10<sup>9</sup>) times lower [H+] than the <span style='color: #64748B; font-weight: 700;'>milk of magnesia</span>.	Incorrect	9 times lower [H+] than the <span style='color: #64748B; font-weight: 700;'>milk of magnesia</span>.	Incorrect	9 times higher [H+] than the <span style='color: #64748B; font-weight: 700;'>milk of magnesia</span>.	Incorrect	1 billion (10<sup>9</sup>) times higher [H+] than the <span style='color: #64748B; font-weight: 700;'>milk of magnesia</span>.	Correct
MC	<p>c987_b2ad</p> <p>The pH of the <span style='color: #0B7285; font-weight: 700;'>household ammonia</span> is <span style='font-family: monospace;'>11.0</span>, while the <span style='color: #6B7280; font-weight: 700;'>egg white</span> is pH <span style='font-family: monospace;'>9.0</span>. This is a difference of 2 pH units.</p><p>The <span style='color: #6B7280; font-weight: 700;'>egg white</span> has:</p>	2 times higher [H+] than the <span style='color: #0B7285; font-weight: 700;'>household ammonia</span>.	Incorrect	100 (10<sup>2</sup>) times higher [H+] than the <span style='color: #0B7285; font-weight: 700;'>household ammonia</span>.	Correct	2 times lower [H+] than the <span style='color: #0B7285; font-weight: 700;'>household ammonia</span>.	Incorrect	100 (10<sup>2</sup>) times lower [H+] than the <span style='color: #0B7285; font-weight: 700;'>household ammonia</span>.	Incorrect
